Email,Phone,Address,Website
office@ippm.sk,+421 911 212 838,Hanácka 9,http://www.ippm.sk
,,Limbova 22,
,,Jesenského  85,
,+421 48 618 31 16,Osloboditelov 59/699,
,,Ambulancia geriatrie FORLIFE Všeobecná nemocnica Komárno Mederčská ul.  39,
,,Hurbanova  2829/2A,
,,Hlavná  6,
adent@adent.sk,+421 2 4445 9901,Sibírska 65,http://www.adent.sk
,+421 2 5954 1112,Limbova 5,
miklankova.s@hotmail.com,+421 2 6542 5146,Líščie údolie 57,
,+421 55 640 32 48,Trieda SNP 1,
,+421 46 511 22 12,Nemocničná  2,
,+421 2 5954 2980,Limbova 5,
,+421 57 770 61 11,Nemocničná 7,http://www.nsphe.sk/
info@dentalplus.sk,+421 2 4445 5074,Tehelná 26,http://www.dentalplus.sk
,+421 907 159 636,Hlavná 127,
,+421 53 442 12 23,Námestie SNP 2,
lekaren.avena@pharmnet.sk,+421 37 788 86 26,Cabaj 224,http://www.lekarenavena.info
,+421 2 4342 7380,Radničné nám. 7/A	,
ambulancia@gynsole.sk,+421 911 801 601,ČSA 18,
,,M. Benku  4016,
ambulancia.zimmer@gmail.com,+421 910 460 648,"Hviezdoslavova 1, PK",
miriam.belianska@pobox.sk,+421 908 200 911,Mlynské Nivy 56,http://www.klin-psycholog.szm.sk
,+421 56 679 27 27,Hlavná 97/94,
,424632941,Pod Lachovcom 1727/55,
,,Námestie osloboditeľov 25,
,+421 2 5954 2586,Limbova 5,
batorova@npba.sk,+421 2 6867 3340,Antolská 11,
,,Veľké Orvište  2,
demident1@gmail.com,+421 915 981 483,Baštová 1,
,+421 2 5341 3720,Nezábudková 5,
,+421 41 562 17 52,Bratislavská  2,
,,Legionárska  28,
,,"Hviezdoslavova 1 ,  PK",
lekarenhederatv@gmail.com,+421 56 668 12 11,M. R. Štefánika 60,http://www.hederatv.sk
,,Dolnopotočná  5,
,+421 52 431 74 41,Obrancov mieru 3,http://www.nspsl.sk
,,ul. Sv.Michala 35,http://www.nsmas.sk
,+421 2 2092 1620,Dúbravská cesta 9,
,,Lučenecká 6,
,+421 2 5564 0836,Karadžičova 8	,
senica@mediekos.cz,+421 34 651 88 98,Sotinská  1588,https://www.objednatvysetrenie.sk
,,Nám. Slobody  4283/36B,
,+421 2 4599 6014,Školská 2,http://www.anigmed.sk
info@psychoterapia-kbt.sk,+421 905 828 660,Seberíniho  9,http://www.psychoterapia-kbt.sk
michaela.renckova@gmail.com,+421 911 242 160,Kmeťová 18,http://www.4dsono.sk
,,ObZS Trakovice 210,
,+421 55 235 22 56,Trieda SNP 1,http://www.dfnkosice.sk
,+421 36 758 51 13,Salka 61,
,+421 53 441 40 57,Starosaská 1,
,+421 54 786 01 11,MUDr. Pribulu 412/4,
,+421 85 088 89 99,Tematínska 5/A,http://www.procare.sk
lubofucko@post.sk,+421 56 652 10 45,Tyršova 287,
diamalacky@gmail.com,+421 948 727 539,ZS Ľ. Fullu 5274,
,,Hviezdoslavova  744/54,
,+421 48 618 93 66,"Trosky č. 1/Michalová,  Štúrova č. 1, Valaská",
,+421 53 449 85 76,Banícka 8,
lekaren.cyprian@gmail.com,+421 948 477 533,Študentská  8,
diacrin12@gmail.com,+421 915 311 689,Saratovská 24,
kerekesova@hotmail.com,+421 904 902 326,Horná 60,
,,ZS Hviezdoslavova  51,
,+421 33 794 12 31,Nám. A. Hlinku  27,
dietnastrava@windowslive.com,+421 907 850 779,Brekov 57,http://www.dietnastrava.sk
dentall@dentall.sk,+421 51 758 20 06,Záhradná 30,http://www.dentall.sk
kupelehs@stonline.sk,+421 52 442 23 29,Horný Smokovec 2,http://www.tatranskekupele.sk
,,Ružová 10,
zoltanbenko1@atlas.sk,+421 905 306 849,Malátnova 168/7,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
,+421 32 771 78 28,Krčméryho 865/4,
drmax-pd1@drmax.sk,+421 46 321 44 01,Štefana Moyzesa 1,
,,Ulica 9. mája  2199/22,
,,Kukučínova  4,
robert.mantic@logman.sk,+421 56 666 08 90,SNP 1079/76,http://www.logman.sk
,,Pribinova  7,
,+421 907 885 989,T. Andrašovana 44,http://www.dombm.sk
,Klapka 802,Ružinovská 6,
info,+421 04 210 52 78,Hlavné námestie 95/49,http://www.hotelhviezdoslav.sk
medikamentbj@gmail.com,+421 54 472 53 45,Bezručova 543,
,,Križná  8,
,+421 908 744 367,Tehelná 26,
brjan@atlas.sk,+421 57 446 39 02,Námestie slobody 2467/5,http://www.odchyt.sk
,,Starohájska ulica  2,
benu28@benulekaren.sk,+421 2 2063 4153,Nitrianska cesta 111,http://www.benulekaren.sk
mudr.janendrek@stonline.sk,+421 58 733 13 94,Letná 42,
,+421 53 419 95 12,Jánskeho 1,
,,Starohájska ulica,
megleksro@gmail.com,+421 32 774 06 2,Dibrovova 2498/28,
,,Tomášikova 8,
,+421 44 432 64 87,Považská  4,
,,Nábrežná ul.  1,
sipka@estetickachirurgia.com,+421 907 792 158,Ružínovská 6,http://www.estetickachirurgia.com
agelclinic@agelclinic.sk,+421 2 4825 2300,Jelačičova 8,https://agelclinic.sk/nas-tim/lekari/slavomira-seligova
,,"Zdravotné stredisko, 049 43 Jablonov nad Turňou p.č. 860/1 ",
,,SNP  19,
,,Nábrežná  1,
,,Kolónia  8,
,+421 44 432 52 04,Pánska  1301,
galaxybb@galaxybb.sk,+421 48 414 33 46,Poľná 98,http://galaxybb.sk/
,+421 31 779 53 64,735,
info@gpn.sk,+421 2 5441 2612,Partizánska 27,
,,NaD Centrum SNP  10,
,,M. Oláha  3,
,+421 55 622 61 34,Moyzesova 32,
,,Čajkovského 46,
,+421 42 434 03 65,Mládežnícka  2174,
,+421 908 996 838,Štefánikova 76,
,,Mierová  1435/35,
,+421 41 381 28 00,Sidónie Sakalovej 476,
,+421 33 772 39 54,Jonáša Záborského  6943/51,
,,Park Angelinum 2,
,+421 34 282 99 01,Duklianskych hrdinov  34,
,+421 56 670 06 24,Športová 285,
,,Jesenského  85,
,,Špitálska  13,
jana.vrankova@tenenet.sk,+421 948 945 086,Lichnerova  4631/39,https://tenenet.sk/
,,Dlhá  18/2329,
,+421 34 664 44 44,Koreszkova 7,
,+421 47 483 11 11,Banícka 35,
logopedia.klinicka@gmail.com,+421 905 850 141,Tbiliská 6,http://www.klinickalogopedia.wz.cz
,+421 2 4820 9540,Trnavská cesta 112,
pigeas@pigeas.sk,+421 43 429 30 25,Prieložtek 1,
,+421 32 657 22 76,Na dolinách  27,
,+421 36 381 04 92,Námestie Hrdinov  15/11,
,+421 38 747 32 87,Nová nemocnica 511,
,,1781,
,+421 34 381 18 30,Obchodná ulica č. 323,
,,F. Urbánka  19,
,+421 32 656 63 38,Legionárska 28,
,+421 55 674 85 00,Spišské námestie č. 4,
,+421 43 586 43 79,Nemocničná  1944/4,
,,Nemocničná 1247,
,+421 52 772 37 24,J.Wolkera 466,http://www.lapsanska.sk
,+421 905 845 232,Špitálska 1,
,,SNP  17/B,
,+421 2 3261 2252,Cintorínska 3/B,http://www.nsmas.sk
info@koznaambulancianz.sk,+421 35 640 21 65,G. Czuczora 1,http://www.koznaambulancianz.sk
,,Letná 45,
,,Obchodná  7,
,+421 918 042 127,Pavla Horova 14,
,,Župná  12,
,+421 2 6867 3561,Antolská 11,
info@quies7.sk,+421 903 518 173,M. Pišúta 919/2,http://www.quies7.sk
,+421 38 532 09 21,Pribinova 3,
,+421 907 042 865,Hlavná  978,
,,Fatranská 12,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
,+421 2 4363 1152,Roľnícka 1,
,+421 48 431 22 22,Horná 60,http://www.poliklinikabb.sk
,+421 52 285 12 50,Tatranské nám. 8,
info@zilpo.sk,+421 41 562 70 42,Vysokoškolákov 31,http://www.zilpo.sk
,,Veľkoblahovská cesta  23,
prekomed1@gmail.com,+421 940 288 558,Prostejovská 14,
,+421 46 511 31 16,Nábrežná ul. č. 5,http://www.uniklinika.sk
,,Nová 3,
,+421 919 453 969,Cesta k nemocnici 23,
ambulancia@salzer.sk,+421 55 644 44 01,Trieda SNP č.1,http://www.salzer.sk
,517721878,Švábska 31/A,http://elmyo.sk/
info@terapiagallova.sk,+421 904 304 192,M. Pišúta 919/2,http://www.terapiagallova.sk
,+421 38 762 42 32,Hviezdoslavova 23/3,
,+421 55 699 71 18,Zdravotné stredisko Čaňa,
,+421 43 588 54 81,Nemocničná 1944/10,
,,Trhovište č. 50,
,+421 52 431 41 08,Mnoheľova 2,
,,Hviezdoslavova  1,
,,322,
,+421 36 637 95 12,SNP  19,
alergologia@centrum.sk,+421 52 431 73 99,Obrancov mieru 3,
obchod@zdravotnickepotreby.org,+421 908 762 347,Námestie Legionárov 3/A,http://www.zdravotnickepotreby.org
,+421 04 443 92 20,Na Kamenci 36	,
,,Pod Sokolice 515/ 8,
,,Štúrova 6,
,+421 35 642 10 66,Ľ. Štúra  1,
,+421 905 196 319,Rybárska 2,
masaze@centrum.sk,+421 944 211 343,Pribišova,http://www.relaxacnemasaze.webnode.sk
,+421 2 5935 1276,Cesta na Červený most 1,
psychiatriavelicki@gmail.com,+421 48 415 60 36,Bakossova 10,http://www.centrumuvelickych.sk
,+421 2 5557 4708,Cukrová 3,
,,Špitálska 13,
mr@drmagnet.sk,+421 2 4363 6716,Ružinovská 6,http://www.drmagnet.sk
mogismarian@gmail.com,+421 907 664 294,Brestova 12,
,+421 43 400 00 00,9. mája	2028/19	,
ocna@probios.sk,+421 2 5022 9813,Ružová dolina 21,
,+421 2 3214 4292,Limbová 5,
bbvet@bbvet.sk,+421 48 414 89 32,Na Úbočí 5,http://www.bbvet.sk
,+421 55 678 03 32,Kováčska 14,
,,Moravská  512,
,+421 56 628 56 10,Majlátha 1110/9,
alab@alab.sk,+421 2 4564 1044,Gruzínska 28,http://www.alab.sk
hyrdel@jfmed.uniba.sk,+421 43 422 04 33,Kollárova 17,
,+421 37 381 15 41,Jurkovičova  27,
,+421 2 5954 2594,Limbova 5,
mikulasova@ruzinov.fnspba.sk,+421 2 4524 3438,Krajinská 91,
niepel.gustav@gmail.com,+421 905 676 725,Pod Párovcami 5190/3C,http://www.derma-med.sk
mudr.mariasipkova@zoznam.sk,+421 2 5729 0246,H. Meličkovej 15,
,+421 41 435 81 60,Klokočov 1164,
,+421 2 4590 1491,Kráľová pri Senci 327,
,,Tatranské nám. 8,
,+421 918 388 176,Preivozská 4,
marsikova@lekarnitra.sk,+421 37 694 22 23,Špitálska 13,http://www.lekarnitra.sk
slobodent@gmail.com,+421 52 286 12 08,Partizánska 3265/6,
recepcia@3sdent.sk,+421 2 3914 3514,Šancová 110,http://www.3sdent.sk
,+421 2 4564 9667,Námestie 1. mája 6,
,,Nám. SNP  97,
,+421 36 634 89 60,Námestie mieru  3,
info@mediconet.sk,+421 2 2317 1211,Heydukova 14,http://www.medicont.sk
info@optikpetrik.sk,+421 55 633 04 48,Komenského 67,http://www.optikpetrik.sk
,+421 2 5954 1111,Limbova 5,
,+421 56 643 37 00,Masarykova 90,
,+421 38 749 20 82,Hrnčírikova 12	,
,+421 2 3231 3020,Staré grunty 56,
,+421 46 511 33 53,Nábrežná 5,
,,"Špitálska 8, 071 01 Michalovce",
martinpeco@orangemail.sk,+421 32 776 39 90,Mýtna 146/5,
,59371573,Limbová 1,http://www.dfnsp.sk
miroslavakorekacova@gmail.com,+421 948 737 292,Obchodná 439/4,
,+421 2 5937 1774,Limbová 1,
,,ZŠ,
,,Potočná  565,
petra.komarova@centrum.sk,+421 917 258 600,Petofiho 31,http://www.biorezonancia-lc.webnode.sk
aadriana.w@gmail.com,+421 903 992 699,Sv. Egídia 22/49,
charita.nr@ba.telecom.sk,+421 37 772 17 92,Samova 4,
,+421 2 5443 5068,Gorkého 1,
rusznyak@nextra.sk,+421 36 741 01 30,Hviezdoslavova 17,
objednavky@carnomed.sk,+421 905 292 929,Partizánska 2,http://www.carnomed.sk
eva.stubnova@logman.sk,+421 41 511 06 90,V. Spanyola 43,http://www.logman.sk
,+421 33 640 52 49,Moyzesova 4,http://www.medasy.sk
,,Liečebný dom Kriváň Winterova  37,
,+421 52 712 56 14,Banícka 803/28,https://www.nemocnicapp.sk/
,,Poľná 269/11,
,,"Hviezdoslavova 62 , OZS  Žitava",
belanpeter@gmail.com,+421 2 5443 2393,Partizánska 2,
,+421 48 472 65 73,Námestie Ľudovíta Svobodu č.4,
mnzm@slovanet.sk,+421 37 690 52 41,Bernolákova 4,http://nemocnica.zlatemoravce.info
,+421 2 5954 2612,Limbová 5,http://www.medizon.org
,+421 42 411 12 62,Štúrova 1,
stomart@stomart.sk,+421 907 037 545,Hálkova 3,http://www.stomart.sk
,+421 908 404 454,Hollého  2 ,
,+421 42 430 43 93,Nemocničná 986	,
recepty@plsekova.sk,+421 2 6241 0262,Šustekova 2,http://www.vitality.sk
info@medican.sk,+421 33 202 43 12,Orešianska 5,
info@hotel-diery.sk,911569532,Biely Potok 664,http://www.hotel-diery.sk
pisarcik@chello.sk,+421 2 6541 2033,Botanická 25,
,+421 41 438 23 40,Oščadnica	1219	,
,+421 55 674 12 40,Spišské námestie 4,
,+421 41 391 63 04,Sidónie Sakalovej 190,
,+421 2 6381 0233,Fedinova 9,
,+421 55 698 61 21,Biela 262/2,
info@naturopatia.sk,+421 918 484 079,Volgogradská 13,http://www.naturopatia.sk
,+421 2 4552 6935,Bebravská 1,
,6427838,Cottbuská 13,
gyn-fiv@gyn-fiv.sk,+421 907 999 618,Rázusová 16,http://www.gyn-fiv.sk
magicaltouchslovakia@gmail.com,+421 919 296 806,Michalská 7,http://magicaltouch.sk
jelka@orosoptik.sk,+421 31 787 62 03,Hlavná 675,http://www.orosoptik.sk
chirosa@chirosa.sk,+421 32 743 09 24,Piešťanská 1165/4,http://www.chirosa.sk
,+421 917 504 965,Rovniankova 1,http://www.zephon.sk
,+421 38 762 43 13,Hviezdoslavova  23/3,
info@physiocarekosice.sk,+421 907 146 287,Tomášikova 24,http://www.physiocarekosice.sk
krak.karol@nextra.sk,+421 58 734 27 24,Námestie 1. mája č. 11,
gabcikovo@orosoptik.sk,+421 31 559 49 54,Mlynársky rad 205/30,http://www.orosoptik.sk
,+421 52 712 58 07,Banícka 803/28,
,,Turecký rad  11,
,+421 2 3266 0700,Limbová	5	,http://www.synlab.sk
vivaoptic@gmail.com,+421 905 893 433,Alžbetina 49,http://www.vivaoptic.sk
,+421 36 759 38 93,Mierová  26,
,+421 2 6453 6030,Pavla Horova 14,
recepcia@24dental.sk,+421 02 203 25 82,Bajkálska 9,https://www.24dental.sk/
,+421 2 4363 1088,Ľanová 12,
,,Nábrežná  3,
MUDr.Zajacova@post.sk,+421 910 447 120,A. Stodolu 28,
pzs@zilpo.sk,+421 41 562 70 48,Vysokoškolákov 31,http://www.zilpo.sk
marianna.krupsova@centrum.sk,+421 55 622 56 36,Krivá 23,http://www.vseobecnylekarke.sk
,,"Základná škola,Fábryho 44",
,,Železničná  1039/17,
tcm@tcmbratislava.eu,+421 905 458 732,Drobného 13,http://www.tcmbratislava.eu
,,Súhradka 191	,
drmax-sd1@drmax.sk,+421 31 326 01 01,Cukrovarská 742/28,http://www.drmax.sk
,,Rohovce  169,
smolkask@pneumologia-smolka.sk,+421 2 6867 2547,Antolská 11,http://www.pneumologia-smolka.sk
,41415652134,Vysokoškolákov 22,
,+421 55 723 41 23,Lúčna 57,http://www.nemocnicasaca.sk
,,Ambulancia gynekológie a pôrodníctva FORLIFE Všeobecná nemocnica Komárno Mederčská ul.  39,
,,Líščie údolie 57,
neurologia@nudch.eu,+421 2 5937 1323,Limbová 1,
,,17. novembra  1300,
info@cor-medical.sk,+421 43 321 03 80,Bysterecká 3559/51,http://www.cor-medical.sk
,+421 55 623 02 24,Letná 45,
,,6,
,,Hlavná 17,
ritasvihranova@gmail.com,+421 905 508 548,Vyšehradská 14,
ztjuh@hzs.sk,+421 44 558 62 18,Žiarska Dolina,
,,"Sídlisko Juh , D.  Jurkoviča",
sunalova@orangemail.sk,+421 917 851 892,SNP 1198/32,
,Klapka 754,Ružinovská 6,
zacharamvdr@stonline.sk,+421 41 553 32 84,Hliník nad váhom 198,
,+421 56 652 44 64,ul. Hollého 222,
,+421 2 5937 1189,Limbová 1,http://www.dfnsp.sk
jpuch@nemocnicasaca.sk,+421 55 723 41 24,Lúčna 57,http://www.nemocnicasaca.sk
,+421 2 5729 0111,Mickiewiczova 13,
,,Medicentrum - Pod lipou F. Kapisztóryho  5,
,+421 52 431 73 19,Obrancov mieru 3,http://www.nspsl.sk/modules.php?name=Content&pa=showpage
,+421 2 2029 5270,Šancová 110,
,+421 35 779 52 45,Dunajská  37,
,+421 31 555 36 43,Poľovnícka  50,
gpclinicmedical@gmail.com,+421 55 625 02 48,Mlynská 26,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
pzs.janka.berger@gmail.com,+421 37 653 10 76,Fatranská 12,
,+421 55 623 06 27,L. Novomeského 2,
,+421 2 4827 9111,Ružinovská 10,http://www.ruzinovskapoliklinika.sk
ocambzoom@gmail.com,+421 905 239 287,Bottova 21,
,,G. Czuczora  1,
,+421 2 5937 1774,Limbová 1,http://www.dfnsp.sk
,+421 56 672 77 80,SNP 3696/89,
,+421 2 6026 4233,Líščie údolie 57,
schmotzer@stonline.sk,+421 55 489 98 21,ČSA 35,
,,Obchodná  7,
info@kardiomed.sk,+421 905 872 219,Ulica Mieru 1390,https://www.kardiomed.sk/neurologicka-ambulancia-1
,+421 33 558 64 61,Ulica Terézie Vansovej  5,
,+421 55 613 01 11,Murgašova 1,
,+421 2 4363 6354,"1.posch.,priestor č. 12-12  Ružinovská  44 polyfunkčný objekt",
,+421 52 431 41 25,Mnoheľova č. 2,
,+421 2 5729 0503,Mickiewiczova 13,http://www.unb.sk
musitzova@queensoptik.sk,+421 2 6436 0955,M. Sch. Trnavského 8,http://www.queensoptik.sk
,+421 41 460 44 46,Palárikova  2311,
,+421 55 640 22 55,Tatranská 25,
,,Kalinčiakova  29,
,+421 36 756 51 41,Jesenského 85,
mkuruc@mail.t-com.sk,+421 2 4525 8978,Bučinova 6,
,+421 38 530 02 23,Hviezdoslavova 21,
,+421 55 622 31 12,Biela 262/2,https://www.biela2.sk/
banovce@schneider-lekaren.sk,+421 902 954 949,Svätoplukova,http://www.schneider-lekaren.sk
,+421 55 633 94 52,Komenského 37/A,
miro.boldis@gmail.com,+421 911 485 948,ul. SNP 149,
,+421 56 628 14 64,Námestie osloboditeľov 15,
,+421 911 326 743,Rovníkova 8,
,+421 2 6867 3519,Antolská 11,
,+421 918 379 738,Krajinská 91,
alses@alses.sk,+421 54 752 06 94,Centrálna 632/7,http://www.alses.sk
,+421 46 547 51 92, Š. Králika  20429/26 ,
,+421 53 441 30 93,Nábrežie Hornádu 10 a Chrapčiakova 1,
,,Schurmannova 11,
,+421 32 770 81 45,Mýtna 146/5,
,+421 33 773 06 44,Mudroňova  70,
,+421 48 441 35 19,Námestie L. Svobodu 1,
,,Školská  35,
,+421 2 6241 3184,Kaštieľska 30,
,+421 2 6867 2516,Antolská 11,
,+421 2 5094 7261,Cintorínska 16,http://www.nsmas.sk
,,Žiharecká  734,
,+421 41 460 45 04,Palárikova  2678,
,+421 33 649 66 19,Vinohradská 57,
,,Andovská  6,
poliklinikajuh@falck.sk,+421 32 640 00 10,Halalovka 63,http://www.falckstarostlivost.sk
,+421 58 792 18 28,Gemerská 234,
,+421 2 6542 5620,Líščie údolie 57,
,+421 56 644 29 76,Kapušianska 4,
,,646	,
,346969358,Koreszkova 7,
psychologovi@psychologovi.sk,+421 908 142 018,Údernícka 6,http://www.psychologovi.sk
,+421 903 510 256,Braneckého 3,
,+421 37 783 20 08,Moravská 31,
logopedka.milosrdni@gmail.com,+421 904 742 725,Námestie SNP 10,
antonulbricht@yahoo.com,+421 56 642 02 86,Štefanikova 14,
,,Ul. Sv. Michala 35,
,,Zdravotné stredisko,
,,231,
,+421 53 441 42 65,Komenského 2,
21014pha@sk.tesco-europe.com,+421 2 4949 6647,Cesta na Senec 2,
,+421 41 381 20 59,S. Sakalovej 190,http://www.gynekologiabytca.sk
,,Rákocziho 4,
,+421 42 446 63 85,Ľ. Štúra 3	,
,,AMbroseho 12 / Záporožská 12,
benu101@benulekaren.sk,+421 33 730 15 98,A. Hlinku  16,
stomabella@centrum.sk,+421 55 460 21 14,ul. ČSA 35,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
veterinarskalica@gmail.com,+421 948 458 868,Sasinkova 14,http://www.veterinarskalica.sk
eva@hvizdak.sk,+421 31 701 22 93,M. R. Štefánika   2156/3,
,Klapka 792,Ružinovská 6,
,+421 2 5954 2381,Limbova 5,
drrmax-to1@drmax.sk,+421 38 532 24 71,17. novembra 7,http://www.drmax.sk
,,Kuzmányho 71,
malacky@neoprot.sk,+421 34 774 12 86,Duklianskych hrdinov 34,http://www.neoprot.sk
,,MUDr. Pribulu 412/4,https://www.unilabs.sk/
,+421 2 5464 1194,Podjavorinskej 13	,
,+421 2 5935 1154,Cesta na Červený most 1,http://www.nsmas.sk
,+421 45 522 47 33,Mládežnícka 12,
,+421 2 6381 5712,Strečnianska 13,
,,Továrenská  1,
dutydent@dutydent.sk,+421 55 285 17 00,Toryská 1,
marta.prokipcakova@satronet.sk,+421 37 650 44 44,Hviezdoslavova 1,
tatiana.rusinkova@gmail.com,+421 57 776 79 30,Nemocničná 41/A,
vethouse@vethouse.sk,+421 911 911 071,Cesta k Paľovej búde 21B,http://www.vethouse.sk
,+421 2 3355 2600,Karadžičova 12,http://www.jnj.cz
info@fokusoptika.sk,+421 33 742 23 91,Námestie sv. Michala 25,https://fokusoptika.sk/
,+421 41 421 37 90,Belanského 773,
salatin@bb.telecom.sk,+421 911 432 244,Janka Kráľa 5 A,http://www.vitavia.sk
,,Nábrežná ul.  1,
,+421 34 772 50 94,Legionárska 5265,
,+421 52 712 56 13,Banícka 28/803,https://www.nemocnicapp.sk/
,,"OZS Žitava , Hviezdoslavova  62",
lysinova@orlzv.sk,+421 45 533 31 77,Divadelná 4,http://www.orlzv.sk
,+421 56 632 12 32,Rákóczyho 22,
,346969398,Koresakova 7,
uniklinika@uniklinika.sk,+421 46 511 31 04,Nábrežná ul. č. 5,http://www.uniklinika.sk
ivetatopks@atlas.sk,+421 48 416 30 69,Kalinčiakova 3,
ocnemoldava@gmail.com,+421 918 963 045,ČSA 35,
retia@retia.sk,+421 2 5244 2514,Cukrová 3,http://www.retia.sk
evavenglarcikova@gmail.com,+421 48 381 98 79,Sládkovičova 7/A,
anna.cechova@medirex.sk,+421 2 5788 7253,Námestie SNP 10,http://www.medirex.sk
hederalekarenba@gmail.com,+421 948 602 075,Tupolevova 21,
,+421 42 460 53 19,Pod Lachovcom 1727/55,http://nspzdravie.sk/
info@fokusoptika.sk,+421 54 472 28 35,Radničné námestie 2,https://fokusoptika.sk/
info@via-med.sk,,Rádayho 8,
,+421 48 472 65 99,Námestie Ludvika Svobodu  4,http://www.detskanemocnica.sk
monika.javorkova@maximino.sk,,Tomášikova 3/A,http://www.maximino.sk
,+421 35 641 26 18,SNP 42/A,http://www.pan-med.sk
,+421 2 5778 6214,Mýtna 5,
,+421 41 438 51 04,1. mája  1367,
,+421 55 671 85 48,Maršala Koneva 1,
,+421 56 644 30 58,Námestie osloboditeľov 25,
,+421 38 749 32 09,Hurbanova 373/6 ,
,,Fatranská  5A,
info@zilpo.sk,+421 41 562 70 87,Vysokoškolákov 31,http://www.zilpo.sk
,+421 2 6241 0508,Šustekova 2,
,+421 905 253 695,kpt. Karola Pagáča,
se.vz@uvzsr.sk,+421 34 690 93 26,Kolónia 557,
,,P.O. Hviezdoslava  2701,
,,Nám. Odborárov  7,
,+421 04 654 69 31,Nám. SNP 3,
marcela.tichova@gmail.com,+421 31 569 14 41,Poštová 2,
jackuliak@ru.unb.sk,+421 2 4823 4160,Ružinovská 6,http://www.unb.sk
info@kardio-zm.sk,+421 37 642 16 65,Nám. A. Hlinku,http://www.kardio-zm.sk
,+421 2 5954 2341,Limbova 5,
,+421 33 798 17 23,Rekreačná  2,http://www.naw.sk/?page_id=273
,,K dolnej stanici 18,
,,Ľudovíta Štúra 26,
,+421 44 552 24 41,Jilemnického  22,
,+421 53 445 24 11,Štúrova 6,
,,Bebravská 34,
,,Ulica Adyho  34,
info@mpmedical.sk,+421 2 5778 6345,Mýtna 2886/5,http://www.mpmedical.sk
milan.remac@post.sk,+421 56 652 23 96,Mieru 12,
ambulancia.smolkova@gmail.com,+421 33 533 14 50,Mozartova  3,https://www.mudrklaudiasmolkova.sk
,,Palatínova  38,
recepcia@klinikamd.sk,+421 2 3231 3020,Staré grunty 56,http://www.klinikamd.sk
simekova.m@mail.t-com.sk,+421 34 651 54 80,Sotinská 1588,
,,Beöthyho  4,
aida@mail.t-com.sk,+421 903 052 666,Mikszátova  895/27,
elgynda@zoznam.sk,+421 2 4437 1016,Tehelná 26,
,+421 948 223 113,SNP 5,
,+421 905 644 832,Sibírska  39 Základná škola,
,+421 2 4342 0681,Seberíniho 21,
centrum@darsana.sk,+421 2 3300 4134,Baštová 7,http://www.darsana.sk
,,SNP  17/B,
,,17. novembra  14,
,,Hviezdoslavova  1742/10,
,+421 44 552 15 01,Pltnícka  5,
,,Gorkého 7,
,,Hviezdoslavova  1,
leadermsro@gmail.com,+421 948 956 353,Kpt. Nálepku  13,http://www.leaderm.sk/
,+421 55 623 30 29,Rooseveltova 18,
drmax-kn2@drmax.sk,+421 35 285 85 86,Župná 446,
roskova.lubica@centrum.sk,+421 918 547 281,"073 01 Sobrance, ul. Mieru č. 13A",
info@optikamartina.eu,+421 903 900 958,Belá 7634,http://www.optikamartina.eu
,+421 43 589 49 52,Matúšková 2576,
,+421 55 633 08 07,Cesta pod Hradovou 21-23,
info@procare.sk,+421 907 888 999,Jána Pavla II. č. 5,http://www.procare.sk
vtatry@hzs.sk,+421 52 442 28 20,Starý Smokovec č.23,
oftalentis@gmail.com,+421 908 580 045,Saratovská 24,https://www.oftalentis.sk/
,Klapka 7512,Ružinovská 6,
tatiana.kolackovska@caritas.sk,+421 53 451 16 14,Nám. Majstra Pavla 49,http://www.caritas.sk
misko9797999@azet.sk,+421 915 097 407,Poltár,
dzvonik@lvn.sk,+421 960 516 758,Murgašova 1,
info@centrumkramare.sk,+421 918 404 903,Limbova 22,http://www.centrumkramare.sk
,,Pribinova  4727/1A,
,,Ulica Andreja Žarnova  11,
,,Komenského 37/A,
info@optikapiestany.sk,+421 944 448 394,Winterova 12,https://www.optikapiestany.sk
info@cistaobuv.sk,+421 917 684 693,Mládežnícka 474,
drmax-bb1@drmax.sk,+421 48 415 24 83,Dolná 5,http://www.drmax.sk
,+421 53 429 88 53,Šafárikovo námestie 936/6,
lekaren.elan@mail.t-com.sk,+421 2 6381 2822,Záporožská 12,
,+421 42 439 45 56,Prečín č. 133,
,,Tomášiková 151/8,
objednavky@ivio.sk,,Ďumbierska 32,
,+421 42 430 43 03,Nemocničná 986/1,
drmax-to3@drmax.sk,+421 38 321 44 07,M.R.Štefánika 2288/17,
info@vitadu.com,+421 949 683 282,Vajnorská 40,http://www.vitadu.com/
,,Bratislavská  1,
lekaren@jera.sk,+421 35 657 11 47,Školská 1,
,+421 905 699 025,Krajinská 91,
,+421 907 888 999,Betliarska 3776/17,http://www.procare.sk
mudrkuchyna@gmail.com,+421 44 432 39 42,Textilná  23,
recepcia@tatrahotel.com,+421 52 787 17 00,Karpatská 3273/7,http://www.tatrahotel.com
peregrinonko@azet.sk,+421 36 631 01 69,Nábrežná 1,http://www.lvsanat.sk
,+421 48 414 73 50,ČSA 25,
,+421 42 464 28 11,Pod Lachovcom  1727/55,
,,Hlavná  667,
,+421 2 4425 0668,Mierové nám. 19,
